edad,empleado,ingreso,titulo,experiencia,estadocivil,religion,estadoactual,color,sexo,ganado,perdido,horastrabajo,origen
4736:5537:5537:7978:34, Private, 134737, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 55, United-States, >50K
4738:5539:5539:7981:48, Private, 47343, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
4752:5554:5554:8002:33, Private, 156192, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
4767:5575:5575:8031:29, Private, 216481, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
4795:5610:5610:8086:55, Private, 185459, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
4799:5614:5614:8093:59, Private, 108496, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
4803:5618:5618:8099:39, Private, 165215, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1902, 18, United-States, >50K
4805:5621:5621:8106:39, Private, 179731, Masters, 14, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 2415, 65, United-States, >50K
4854:5680:5680:8187:37, Private, 312271, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
4869:5697:5697:8210:42, Private, 356934, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
4874:5702:5702:8215:37, Private, 108140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 45, United-States, >50K
4888:5717:5717:8239:47, Private, 586657, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Japan, >50K
5023:5875:5875:8444:47, Private, 168262, Masters, 14, Separated, Exec-managerial, Not-in-family, White, Male, 99999, 0, 50, United-States, >50K
5058:5915:5915:8502:45, Private, 360393, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, United-States, >50K
5135:6001:6001:8631:53, Private, 204584, Masters, 14, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
5164:6036:6036:8681:28, Private, 274679, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
5175:6049:6049:8698:33, Private, 196385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 37, United-States, >50K
5195:6071:6071:8735:25, Private, 179953, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 2597, 0, 31, United-States, <=50K
5200:6077:6077:8744:50, Private, 108435, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 60, United-States, >50K
5215:6095:6095:8780:33, Private, 394447, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 33, United-States, >50K
5257:6142:6142:8852:33, Private, 296453, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 15, United-States, <=50K
5265:6152:6152:8864:46, Private, 117849, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
5277:6167:6167:8884:48, Private, 355978, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
5284:6175:6175:8896:43, Private, 37402, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
5333:6237:6237:8983:47, Private, 148995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, >50K
5404:6323:6323:9093:59, Private, 232672, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
5412:6331:6331:9107:41, Private, 101593, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
5420:6340:6340:9121:28, Private, 103389, Masters, 14, Divorced, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
5427:6349:6349:9132:40, Private, 259307, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
5435:6357:6357:9148:37, Private, 218490, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, El-Salvador, >50K
5489:6414:6414:9229:41, Private, 182108, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 27828, 0, 35, United-States, >50K
5536:6468:6468:9308:52, Private, 108435, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 50, Greece, >50K
5560:6496:6496:9347:49, Private, 170871, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
5564:6501:6501:9356:49, Private, 180532, Masters, 14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
5591:6532:6532:9394:46, Private, 155489, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
5625:6568:6568:9444:35, Private, 308691, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
5669:6617:6617:9520:25, Private, 193820, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
5687:6640:6640:9558:44, Private, 223308, Masters, 14, Separated, Sales, Unmarried, White, Female, 0, 0, 48, United-States, <=50K
5702:6656:6656:9581:43, Private, 197810, Masters, 14, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
5728:6688:6688:9631:43, Private, 220776, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
5754:6719:6719:9669:23, Private, 143032, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 36, United-States, <=50K
5771:6740:6740:9701:28, Private, 109162, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
5801:6776:6776:9754:38, Private, 255941, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 10520, 0, 50, United-States, >50K
5841:6822:6822:9816:45, Private, 188950, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
5846:6827:6827:9826:63, Private, 28334, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
5849:6830:6830:9833:67, Private, 35015, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 99, United-States, <=50K
5863:6849:6849:9857:32, Private, 191856, Masters, 14, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 45, United-States, >50K
5866:6853:6853:9868:61, Private, 119986, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, ?, >50K
6032:7042:7042:10137:26, Private, 174592, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
6053:7066:7066:10167:36, Private, 269722, Masters, 14, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
6058:7071:7071:10173:36, Private, 237943, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
6060:7074:7074:10179:60, Private, 355865, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
6127:7151:7151:10292:54, Private, 421561, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
6149:7175:7175:10319:46, Private, 178829, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, >50K
6156:7182:7182:10328:50, Private, 149770, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
6191:7224:7224:10391:34, Private, 36385, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
6195:7228:7228:10396:56, Private, 285730, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 66, United-States, <=50K
6228:7270:7270:10461:49, Private, 181363, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
6241:7285:7285:10481:39, Private, 204501, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
6278:7322:7322:10535:38, Private, 192337, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, >50K
6290:7335:7335:10552:46, Private, 139268, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
6302:7353:7353:10578:51, Private, 102615, Masters, 14, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1977, 40, United-States, >50K
6304:7356:7356:10584:51, Private, 63424, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
6319:7373:7373:10604:31, Private, 188246, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
6353:7415:7415:10669:40, Private, 226902, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
6364:7428:7428:10692:44, Private, 190532, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
6379:7449:7449:10727:48, Private, 112906, Masters, 14, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, >50K
6380:7450:7450:10729:55, Private, 208311, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 20, United-States, >50K
6397:7470:7470:10759:39, Private, 230054, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
6461:7543:7543:10859:34, Private, 349169, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
6514:7605:7605:10941:25, Private, 165622, Masters, 14, Never-married, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
6523:7615:7615:10954:46, Private, 164733, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 41, United-States, <=50K
6573:7671:7671:11035:43, Private, 135606, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
6609:7708:7708:11092:57, Private, 426263, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 40, United-States, >50K
6619:7718:7718:11105:35, Private, 92028, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
6651:7755:7755:11155:29, Private, 53181, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
6682:7792:7792:11206:46, Private, 102771, Masters, 14, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 40, United-States, >50K
6691:7801:7801:11218:66, Private, 116468, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 2936, 0, 20, United-States, <=50K
6714:7826:7826:11259:37, Private, 372525, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 48, United-States, <=50K
6781:7918:7918:11398:25, Private, 231016, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 4650, 0, 37, United-States, <=50K
6812:7952:7952:11443:29, Private, 341846, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
6863:8013:8013:11527:43, Private, 115806, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 2547, 40, United-States, >50K
6947:8116:8116:11676:42, Private, 280167, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
6949:8118:8118:11679:41, Private, 173682, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
6976:8148:8148:11723:24, Private, 204226, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
6993:8167:8167:11755:45, Private, 216932, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
6996:8172:8172:11762:35, Private, 86648, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K
7029:8211:8211:11824:26, Private, 224426, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 38, United-States, <=50K
7040:8224:8224:11843:49, Private, 122385, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
7041:8225:8225:11844:35, Private, 49020, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
7062:8247:8247:11875:42, Private, 173704, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
7068:8253:8253:11882:26, Private, 97698, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K
7081:8268:8268:11901:39, Private, 167140, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
7086:8273:8273:11906:57, Private, 437727, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 45, United-States, >50K
7105:8292:8292:11931:44, Private, 120277, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, >50K
7154:8346:8346:12017:46, Private, 184169, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 7688, 0, 35, United-States, >50K
7181:8378:8378:12064:39, Private, 77005, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 40, United-States, >50K
7208:8410:8410:12110:34, Private, 294064, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, France, <=50K
7210:8412:8412:12112:48, Private, 199058, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
7228:8432:8432:12141:45, Private, 129336, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
7266:8475:8475:12204:30, Private, 467108, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 44, United-States, >50K
7269:8478:8478:12209:33, Private, 144949, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
7330:8556:8556:12319:53, Private, 158294, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 40, United-States, >50K
7342:8570:8570:12338:29, Private, 159788, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K
7366:8598:8598:12385:45, Private, 199058, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
7388:8623:8623:12420:31, Private, 297188, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
7393:8630:8630:12429:28, Private, 140108, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
7405:8642:8642:12447:46, Private, 273629, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
7408:8647:8647:12456:42, Private, 30824, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 2354, 0, 16, United-States, <=50K
7415:8654:8654:12463:36, Private, 111499, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 14084, 0, 40, United-States, >50K
7482:8732:8732:12567:42, Private, 211450, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
7500:8754:8754:12597:49, Private, 180899, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 0, 1755, 45, United-States, >50K
7511:8766:8766:12612:42, Private, 339346, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
7543:8809:8809:12671:36, Private, 342642, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 15, United-States, <=50K
7574:8849:8849:12728:25, Private, 193820, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 35, United-States, <=50K
7588:8865:8865:12746:60, Private, 243829, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
7598:8876:8876:12760:47, Private, 121836, Masters, 14, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 38, United-States, >50K
7607:8888:8888:12776:24, Private, 112459, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
7634:8918:8918:12821:46, Private, 154430, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, >50K
7637:8922:8922:12825:26, Private, 158734, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
